% 1. Title: Ranker Entities Short 
%
% 2. Sources: 
% (a) Creator: Patrice Lopez 
% (c) Date: May 2014 
%
@RELATION erd2014 
@attribute prob_c REAL
@attribute relatedness REAL
@attribute entity? {Y, N}

@data
0.0016518,0.04304974987008827,N
0.00737804,0.0,N
0.00143156,0.1301948808564843,N
0.002753,0.0,N
0.139557,0.0,N
0.0521386,0.06230070969204287,N
0.0846082,0.0,N
0.0293475,0.16430201748576198,N
0.02404,0.032918262311131714,N
0.0159226,0.0,N
0.0206057,0.0338227885302042,N
0.24758,0.026718559771364628,N
0.0115517,0.026089934515865797,N
0.0246644,0.025933887460037133,N
0.010615,0.08908790947037863,N
0.00749298,0.0,N
0.0156104,0.0,N
0.00468311,0.0,N
0.00561973,0.034690142766363764,N
0.65822,0.0,Y
0.793743,0.6257567013288974,N
0.950704,0.0,Y
0.0492958,0.19547032993336552,N
0.693521,0.4053902338116067,N
0.271561,0.0,N
0.013252,0.0,N
0.00631048,0.0,N
0.00210349,0.0,N
0.0012621,0.0,N
0.00105175,0.0,N
0.0012621,0.0,N
8.41397E-4,0.0,N
0.00168279,0.0,N
6.31048E-4,0.0,N
6.31048E-4,0.0,N
6.31048E-4,0.0,N
6.31048E-4,0.0,N
4.20698E-4,0.0,N
0.0112994,0.0,Y
0.385024,0.0,N
0.275093,0.0,N
0.110993,0.0,N
0.079129,0.0,N
0.0334572,0.0,N
0.0674456,0.0,N
0.015401,0.0,N
0.00424854,0.0,N
0.0212427,0.0,N
0.0031864,0.0,N
0.00106213,0.0,N
0.0015932,0.0,N
5.31067E-4,0.0,N
0.54887,0.4005463009046726,N
0.351017,0.3154219840636481,N
0.0262153,0.38517915263839286,N
0.0094953,0.4183822510019411,N
0.0107338,0.40886188160550996,N
0.00402518,0.4149016550247898,N
0.00361234,0.0,N
0.00495407,0.42171004463246947,N
0.0230158,0.42169215501143587,N
0.00216741,0.4164166186407131,N
0.00856642,0.0,N
0.00123852,0.0,N
9.28888E-4,0.0,N
7.22469E-4,0.42171004463246947,N
0.0010321,0.0,N
0.297233,0.0,N
0.110672,0.0,N
0.0766798,0.0,N
0.0158103,0.0,N
0.0142292,0.0,N
0.0395257,0.0,N
0.0110672,0.0,N
0.0150198,0.0,N
0.0284585,0.0,N
0.0150198,0.0,N
0.00790514,0.0,N
0.027668,0.0,N
0.00711462,0.0,N
0.0055336,0.0,N
0.0316206,0.0,N
0.385024,0.0,N
0.275093,0.0,N
0.110993,0.0,N
0.079129,0.0,N
0.0334572,0.0,N
0.0674456,0.0,N
0.015401,0.0,N
0.00424854,0.0,N
0.0212427,0.0,N
0.0031864,0.0,N
0.00106213,0.0,N
0.0015932,0.0,N
5.31067E-4,0.0,N
0.0317973,0.8185655915143792,N
1.0,0.0,N
0.825243,0.0,N
0.0247132,0.0,N
0.0176523,0.0,N
0.0105914,0.0,N
0.0070609,0.0,N
0.0070609,0.0,N
0.00617829,0.0,N
0.00617829,0.0,N
0.00529568,0.0,N
0.00529568,0.0,N
0.00529568,0.0,N
0.00441306,0.0,N
0.00353045,0.0,N
0.00353045,0.0,N
0.00264784,0.0,N
1.0,0.0,N
0.548441,0.0,N
0.1693,0.0,N
0.140435,0.0,N
0.0415142,0.0,N
0.00264097,0.0,N
0.0481861,0.0,N
0.00180698,0.0,N
0.00143632,0.0,N
0.00120465,0.0,N
0.00106565,0.0,N
0.00106565,0.23421344284136866,N
0.00194598,0.0,N
0.00106565,0.08581466729978622,N
9.72988E-4,0.0,N
8.3399E-4,0.09667338253154201,N
0.282333,0.0,N
0.292338,0.08839732642424404,N
0.0553929,0.09536083205795913,N
0.119571,0.0,N
0.0192777,0.0,N
0.011713,0.0,N
0.0173255,0.0,N
0.0068326,0.0,N
0.00634456,0.20984695240377507,N
0.00780869,0.0,N
0.00390434,0.0,N
0.00390434,0.10283442145469009,N
0.0180576,0.0,N
0.00366032,0.0,N
0.00268424,0.10701253094908499,N
0.988439,0.0,Y
0.0115607,0.10520208658215989,N
0.674126,0.6463759754734186,N
0.0521527,0.8115784828253731,N
0.016404,0.7785633263574709,N
0.0156228,0.0,N
0.00758168,0.8126931315843945,N
0.0238478,0.8060054248829616,N
0.00868446,0.7991500010993918,N
0.00707623,0.810527681016058,N
0.0055599,0.8153977932759381,N
0.00753573,0.810527681016058,N
0.0129118,0.7969796046023465,N
0.00657079,0.8165312513659057,N
0.00317052,0.0,N
0.00289482,0.0,N
0.00261912,0.818031599837163,N
0.90625,0.0,N
0.0833333,0.0,N
0.0078125,0.0,N
0.99634,0.0,Y
7.32064E-4,0.0,N
7.32064E-4,0.0,N
1.0,0.0,Y
1.0,0.3888165348273918,N
0.521588,0.0,N
0.625,0.0,N
0.226281,0.24871037795014542,N
0.0539804,0.19910024200918422,N
0.122955,0.22805170563459576,N
0.0207197,0.0,N
0.00981461,0.0,N
0.0109051,0.0,N
0.00926936,0.24871037795014542,N
0.00545256,0.0,N
0.00463468,0.0,N
0.00436205,0.16333919749040782,N
0.00381679,0.0,N
0.00354417,0.2435171366000324,N
0.00327154,0.0,N
0.0122683,0.0,N
0.00245365,0.1840301524217984,N
0.56161,0.0,N
0.0194144,0.0,N
0.0327227,0.0,N
0.0454047,0.0,N
0.0372632,0.0,N
0.0161265,0.0,N
0.0397683,0.0,N
0.00798497,0.0,N
0.0039142,0.0,N
0.0233286,0.0,N
0.00313136,0.0,N
0.0244246,0.0,N
0.00187882,0.0,N
0.0342884,0.0,N
0.00360106,0.0,N
0.987578,0.0,N
0.526795,0.6802843140820376,N
0.210718,0.39676946526739076,N
0.122789,0.0,N
0.0684183,0.0,N
0.0182102,0.0,N
0.00104058,0.0,N
2.60146E-4,0.0,N
2.60146E-4,0.0,N
0.987578,0.0,N
0.526795,0.4535228760546917,N
0.210718,0.2645129768449272,N
0.122789,0.0,N
0.0684183,0.0,N
0.0182102,0.0,N
0.00104058,0.0,N
2.60146E-4,0.0,N
2.60146E-4,0.0,N
0.30243,0.22359989162181304,N
0.0342034,0.0,N
0.0117012,0.0,N
0.636364,0.0,N
0.00180018,0.0,N
0.00180018,0.0,N
9.0009E-4,0.0,N
0.987578,0.0,N
0.387631,0.26982761698985636,N
0.12108,0.3594083741524098,N
0.0522648,0.0,N
0.433798,0.2774876211465092,N
0.00261324,0.273394974849628,N
0.127697,0.20020631983155007,N
0.0550626,0.11046495858759982,N
0.0381872,0.1855525816876243,N
0.0650661,0.2549646517589503,N
0.0251392,0.2975305055536327,N
0.0141788,0.11046495858759982,N
0.013222,0.0,N
0.0123521,0.21257752767286367,N
0.0085247,0.0,N
0.0106124,0.2095482387731453,N
0.0156576,0.21088599378793896,N
0.00869868,0.21088599378793896,N
0.0156576,0.0,N
0.0059151,0.0,N
0.00495825,0.19325308191763663,N
0.904976,0.18408375222998888,N
0.612022,0.0,N
0.371585,0.0,N
1.0,0.0,N
0.00327869,0.0,N
0.670539,0.7290201776697822,Y
1.0,0.7801468933029193,N
4.24989E-4,0.782307439815551,N
1.0,0.7716050659016874,Y
0.0193052,0.7724024672920655,N
0.0273414,0.6577900245318766,N
0.010973,0.6922470122077937,N
0.0169603,0.6546442041299986,N
0.00776306,0.7117388098548874,N
0.00842326,0.0,N
0.00937941,0.3305833514474129,N
0.00320994,0.7937212046417407,N
0.00719392,0.3126685988758465,N
0.0060784,0.7931100497316894,N
0.00660201,0.1379051649600558,N
0.00585075,0.0,N
0.00400674,0.7903308680350108,N
0.00405227,0.1413353143246473,N
1.0,0.0,N
0.5,0.3368883689853876,N
0.25,0.0,N
0.125,0.0,N
1.0,0.2790307708725825,N
0.00232168,0.0,N
0.00141881,0.46917833590942093,N
3.86947E-4,0.40026496629665587,N
3.86947E-4,0.3991582573164619,N
3.86947E-4,0.3969678697381661,N
2.57965E-4,0.38853687794204184,N
1.28982E-4,0.2790307708725825,N
1.0,0.4685061356694041,Y
0.281594,0.08560565414129508,N
0.254391,0.09883169790405942,N
0.149507,0.10701147357730358,N
0.0245609,0.11676454565013042,N
0.0196344,0.12006219423776716,N
0.0214908,0.10304202529146075,N
0.0535485,0.0,N
0.0498358,0.0,N
0.00656861,0.0,N
0.00649722,0.0,N
0.0128516,0.12006219423776716,N
0.00435528,0.0,N
0.00749679,0.0,N
0.00371269,0.0,N
0.0179209,0.11609901879777064,N
0.00797407,0.3959249620184879,N
0.00178282,0.0,N
0.00278768,0.10623736070150648,N
2.91734E-4,0.11346127312038183,N
1.62075E-4,0.08849451977147384,N
1.62075E-4,0.2044233815365619,N
1.2966E-4,0.24861382901851714,N
1.2966E-4,0.2108487886740851,N
1.2966E-4,0.0,N
1.2966E-4,0.06297893110389276,N
1.2966E-4,0.0,N
1.2966E-4,0.21966880237208275,N
1.62075E-4,0.18986373036682933,N
4.53809E-4,0.2250140980962679,N
0.348279,0.0,N
0.227229,0.0,N
0.211803,0.0,N
0.0329281,0.0,N
0.0492121,0.0,N
0.0251738,0.0,N
0.00858512,0.0,N
0.00609266,0.0,N
0.00371099,0.0,N
0.0362237,0.0,N
0.00567725,0.0,N
0.00324019,0.0,N
0.00246476,0.0,N
0.00487413,0.0,N
0.00221551,0.0,N
1.0,0.525789858671921,N
0.00861382,0.0,N
0.00409821,0.3034432505165159,N
0.00223883,0.0,N
0.00113839,0.0,N
0.0010625,0.0,N
7.20981E-4,0.0,N
0.00121428,0.0,N
4.1741E-4,0.0,N
3.41517E-4,0.0,N
2.65624E-4,0.0,N
2.27678E-4,0.0,N
2.27678E-4,0.0,N
1.51785E-4,0.0,N
1.51785E-4,0.0,N
1.0,0.0,Y
0.394595,0.0,N
0.0378378,0.0,N
0.0198198,0.1464259436895118,N
0.0162162,0.0,N
0.0144144,0.0,N
0.0126126,0.0,N
0.00720721,0.0,N
0.00720721,0.051327855718525606,N
0.00540541,0.0,N
0.00540541,0.21648175964533956,N
0.00720721,0.2221417189812835,N
0.0036036,0.09363534832194297,N
0.0036036,0.3119372969654238,N
0.0036036,0.0,N
0.0036036,0.23893282269748778,N
0.923244,0.46957432937628585,Y
0.0597745,0.37296779746338826,N
0.00733596,0.3064886489995303,N
0.00298872,0.37080429048122693,N
0.00176606,0.36467459578780176,N
0.00135851,0.05623456143910041,N
0.00122266,0.051641195192506886,N
0.00108681,0.0,N
4.07553E-4,0.0,N
2.71702E-4,0.3112464631128893,N
1.35851E-4,0.30897215982274,N
1.35851E-4,0.35975896146495634,N
1.35851E-4,0.05834753594916789,N
0.666667,0.0,N
0.333333,0.055336233142043244,N
0.942857,0.3630827772807031,N
0.0285714,0.0,N
0.00816326,0.0,N
0.00408163,0.0,N
0.00408163,0.0,N
0.00408163,0.0,N
0.358441,0.0,N
0.394595,0.0,N
0.0378378,0.0,N
0.0198198,0.0988440111969596,N
0.0162162,0.0,N
0.0144144,0.0,N
0.0126126,0.0,N
0.00720721,0.0,N
0.00720721,0.057743837683341306,N
0.00540541,0.0,N
0.00540541,0.2474077253089595,N
0.00720721,0.253876250264324,N
0.0036036,0.1070118266536491,N
0.0036036,0.3564997679604844,N
0.0036036,0.0,N
0.0036036,0.2730660830828432,N
1.0,0.0,Y
0.361556,0.0,N
0.521739,0.0,N
0.01373,0.0,N
1.0,0.0,N
0.507119,0.0,N
0.492203,0.13552192019256679,Y
6.77966E-4,0.0,N
0.546512,0.2574912615871872,N
0.443975,0.13880385754974187,N
0.00211416,0.0,N
0.00158562,0.0,N
0.00158562,0.13880385754974187,N
0.00158562,0.0,N
0.00105708,0.0,N
5.28541E-4,0.0,N
5.28541E-4,0.0,N
5.28541E-4,0.0,N
1.0,0.0,N
1.0,0.0,Y
1.0,0.0,N
0.137925,0.0,Y
0.411287,0.17224626244224073,N
0.384631,0.07472578119811706,N
0.032903,0.0,N
0.0216576,0.0,N
0.0093711,0.04707170596204269,N
0.00687214,0.0,N
0.0112453,0.1316174414498941,N
0.0383174,0.0,N
0.00354019,0.04921152056380227,N
0.00354019,0.2708105864298035,N
0.0112453,0.0,N
0.00270721,0.17864840893649525,N
0.00249896,0.10518855618542824,N
0.00208247,0.17223195699109933,N
0.00999583,0.2599661222201883,N
0.38706,0.0,N
0.498297,0.0,N
0.0238365,0.14654479178024485,N
0.00794552,0.09889885302912048,N
0.00681044,0.0,N
0.00567537,0.0,N
0.0045403,0.04838238672539683,N
0.0045403,0.0,N
0.0045403,0.18980072929941677,N
0.00340522,0.0,N
0.00340522,0.06283906439408472,N
0.00340522,0.0,N
0.00227015,0.0412181738093907,N
0.00227015,0.07501377041648087,N
0.00227015,0.0,N
0.137925,0.0,Y
0.666667,0.0,N
0.333333,0.0,N
1.0,0.0,N
0.150423,0.06008389397504894,N
0.25218,0.09953677700830096,N
0.112036,0.2391020181262466,N
0.0166558,0.0,N
0.222511,0.0,N
0.00637606,0.1159056041494569,N
0.00650618,0.09682814368218663,N
0.00533507,0.12330798830930072,N
0.00507482,0.0,N
0.0122316,0.0,N
0.00416396,0.09988904981082845,N
0.00702668,0.0,N
0.00559532,0.09356361856502067,N
0.0027326,0.0,N
0.00260247,0.0,N
1.0,0.06706553971344377,N
0.13581,0.0,N
0.159513,0.07739091468224796,N
0.0589366,0.0,N
0.201794,0.0,N
0.0954516,0.0,N
0.0563741,0.11671515494441281,N
0.0352338,0.0,N
0.0153748,0.05609100147958583,N
0.0140935,0.0,N
0.00896861,0.0,N
0.00576553,0.0,N
0.00512492,0.0,N
0.00512492,0.08545450558617698,N
0.00512492,0.21238202144933582,N
0.00512492,0.05492367933248784,N
0.463987,0.3693384538684519,Y
0.442211,0.37418792593008826,N
0.019263,0.3636314473880057,N
0.0100503,0.3281806755194849,N
0.0134003,0.32896898535329,N
0.00502513,0.3274243424428552,N
0.0041876,0.0,N
0.00670017,0.3010310939059765,N
0.00167504,0.0,N
0.403509,0.0,N
0.0401003,0.0,N
0.526316,0.0,N
0.00501253,0.0,N
0.00501253,0.0,N
0.233827,0.051150686760521695,N
0.0270613,0.0,N
0.0215645,0.08253723160352455,N
0.0224101,0.17961202175888286,N
0.0549683,0.0,N
0.0131078,0.24817188862886697,N
0.012685,0.10711398227438491,N
0.012685,0.0,N
0.012685,0.30992440326733056,N
0.0109937,0.2119680315534632,N
0.0109937,0.12608860488089985,N
0.00972516,0.10400903530387867,N
0.00930233,0.10172861250722434,N
0.00803383,0.10008156629942908,N
0.00761099,0.05870040140505308,N
0.439685,0.4891955299905042,Y
0.149286,0.32863390709530393,N
0.0873644,0.4360023866500517,N
0.0660242,0.2887241519479444,N
0.0717171,0.32429214143578694,N
0.0473873,0.3362583771487067,N
0.0274147,0.24333799980306312,N
0.0117037,0.04487097378863067,N
0.01199,0.22791215618244343,N
0.00693318,0.24282356404255898,N
0.00896861,0.053188331014970974,N
0.00807811,0.26862439532904575,N
0.00394364,0.34796312609145547,N
0.00512038,0.29176106023673043,N
0.00915943,0.2875795166962891,N
1.0,0.10716064645403156,N
0.0935922,0.11263989845959743,N
0.0194168,0.06479404508818194,N
1.0,0.060595164852019164,N
0.00608692,0.060794210518920665,N
1.0,0.06198199728558242,N
0.00268957,0.0634626406790686,N
0.00235927,0.06226061554442272,N
0.00325579,0.12012255545911144,N
0.00247723,0.0,N
0.00181664,0.0,N
0.00276035,0.06449565378825269,N
0.0016279,0.0,N
9.20115E-4,0.06761028895217813,N
8.25744E-4,0.09605368406927704,N
1.0,0.0,N
0.923244,0.5872937863279967,Y
0.0597745,0.5594516961950824,N
0.00733596,0.49038183839924854,N
0.00298872,0.5562064357218404,N
0.00176606,0.5470118936817027,N
0.00135851,0.0,N
0.00122266,0.07746179278876032,N
0.00108681,0.0,N
4.07553E-4,0.0,N
2.71702E-4,0.49799434098062284,N
1.35851E-4,0.494355455716384,N
1.35851E-4,0.5756143383439302,N
1.35851E-4,0.09335605751866863,N
1.0,0.0,Y
0.333311,0.5052150494298754,N
0.05342,0.0,N
0.049145,0.604508524764556,N
0.0313611,0.6557619570807134,N
0.0312243,0.4323280185236256,N
0.0368673,0.5967757117660988,N
0.0164501,0.0,N
0.0363885,0.0,N
0.0201094,0.5159776111289378,N
0.0364569,0.5011100695283115,N
0.0105677,0.45426190867979965,N
0.0104651,0.5836762665749607,N
0.0101231,0.5600794394064122,N
0.00591655,0.4773843350241463,N
1.0,0.0,N
1.0,0.6231214465379186,Y
0.362468,0.3776071964109966,N
0.0493573,0.18398816857383443,N
0.00976864,0.40198130682826155,N
0.00479863,0.47034319124381996,N
0.00445587,0.0,N
0.00445587,0.17544127355094136,N
0.00411311,0.0,N
0.00377035,0.0,N
0.00359897,0.13857664814040363,N
0.00548415,0.16750254936558362,N
0.00308483,0.1897839758215952,N
0.00291345,0.0,N
0.00257069,0.18998493699596553,N
0.00257069,0.2864808372898574,N
0.00257069,0.332531600101232,N
0.003003,0.3945148923064783,N
0.00181577,0.5459848625097254,N
4.19024E-4,0.38705148426404495,N
4.19024E-4,0.3658699993805502,N
